"filename", "language", "JavaScript", "HTML", "comment", "blank", "total"
"/Users/philippmeyer/Documents/VSCodeProjects/dieVision/docs/assets/js/rotation.js", "JavaScript", 1, 0, -2, -1, -2
"/Users/philippmeyer/Documents/VSCodeProjects/dieVision/docs/index.html", "HTML", 0, -1, 0, -1, -2
"Total", "-", 1, -1, -2, -2, -4
